model,device,context_window_size,prefill_chunk_size,max_batch_size,sliding_window_size,attention_sink_size,num_runs,max_tokens,run_id,time_s,approx_chars,gpu_mem_total_mb,gpu_mem_params_mb,gpu_mem_kvcache_mb,gpu_mem_temp_mb
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,1,1.350630760192871,680,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,0,1,128,1,1.3985447883605957,623,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,32,1,128,1,1.383127212524414,649,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,64,1,128,1,1.380073070526123,639,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,128,1,128,1,1.409719705581665,679,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,256,1,128,1,1.4186005592346191,649,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,4096,0,1,128,1,1.3787245750427246,693,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,4096,32,1,128,1,1.4032673835754395,660,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,4096,64,1,128,1,1.394411563873291,656,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,4096,128,1,128,1,1.4182207584381104,667,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,4096,256,1,128,1,1.3879144191741943,649,5472.212,4308.133,722.068,442.011
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,2,-1,0,1,128,1,1.3869571685791016,653,5474.192,4308.133,722.068,443.992
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,2,2048,0,1,128,1,1.4130737781524658,690,5474.192,4308.133,722.068,443.992
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,2,2048,32,1,128,1,1.3911480903625488,716,5474.192,4308.133,722.068,443.992
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,2,2048,64,1,128,1,1.4211385250091553,647,5474.192,4308.133,722.068,443.992
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,2,2048,128,1,128,1,1.3963539600372314,678,5474.192,4308.133,722.068,443.992
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,2,2048,256,1,128,1,1.3831877708435059,682,5474.192,4308.133,722.068,443.992
