model,device,context_window_size,prefill_chunk_size,max_batch_size,sliding_window_size,attention_sink_size,num_runs,max_tokens,run_id,time_s,approx_chars,gpu_mem_total_mb,gpu_mem_params_mb,gpu_mem_kvcache_mb,gpu_mem_temp_mb
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,1,1.1897614002227783,634,2857.204,2357.129,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,2,1.113224744796753,592,2857.204,2357.129,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,3,0.7340385913848877,654,2857.204,2357.129,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,2048,0,3,128,1,0.6914913654327393,623,2857.204,2357.129,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,2048,0,3,128,2,0.744152307510376,607,2857.204,2357.129,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,2048,0,3,128,3,0.7357852458953857,650,2857.204,2357.129,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,2048,32,3,128,1,0.6960325241088867,631,2857.204,2357.129,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,2048,32,3,128,2,0.7385532855987549,670,2857.204,2357.129,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,2048,32,3,128,3,0.7267849445343018,672,2857.204,2357.129,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,2048,64,3,128,1,0.690131664276123,653,2857.204,2357.129,258.068,242.007
