model,device,context_window_size,prefill_chunk_size,max_batch_size,sliding_window_size,attention_sink_size,num_runs,max_tokens,run_id,time_s,approx_chars,gpu_mem_total_mb,gpu_mem_params_mb,gpu_mem_kvcache_mb,gpu_mem_temp_mb
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,3,128,1,0.5961570739746094,638,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,3,128,2,0.7075536251068115,667,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,3,128,3,0.45134997367858887,652,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,0,3,128,1,0.6899497509002686,672,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,0,3,128,2,0.47142767906188965,671,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,0,3,128,3,0.45648741722106934,649,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,32,3,128,1,0.6739065647125244,673,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,32,3,128,2,0.4642481803894043,655,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,32,3,128,3,0.4679257869720459,612,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,64,3,128,1,0.6782107353210449,622,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,64,3,128,2,0.4388430118560791,598,1163.11,663.035,258.068,242.007
HF://mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,64,3,128,3,0.44504404067993164,671,1163.11,663.035,258.068,242.007
